package, guess, num_versions, num_parsed_versions, breaking_versions
safepath, Unknown, 1, 0, 
safer-file-handles, PVP, 15, 14, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 0.10, 0.11
safer-file-handles-bytestring, PVP, 7, 6, 0.1.0.3, 0.2, 0.3
safer-file-handles-text, PVP, 9, 8, 0.1.0.4, 0.2
saferoute, PVP, 4, 3, 0.2.0.0
sai-shape-syb, PVP, 8, 7, 0.3.0
saltine, Unknown, 4, 0, 
saltine-quickcheck, Unknown, 2, 0, 
salvia, Unknown, 6, 0, 
salvia-demo, Unknown, 1, 0, 
salvia-extras, Unknown, 4, 0, 
salvia-protocol, Unknown, 2, 0, 
salvia-sessions, Unknown, 1, 0, 
salvia-websocket, Unknown, 1, 0, 
sample-frame, Unknown, 3, 1, 0.0.2
sample-frame-np, Unknown, 6, 2, 0.0.3, 0.0.3.1
sampling, PVP, 4, 3, 0.2.0, 0.3.0
samtools, Unknown, 15, 10, 0.2.4.2
samtools-conduit, Unknown, 3, 0, 
samtools-enumerator, Unknown, 4, 1, 
samtools-iteratee, Unknown, 5, 2, 
sandi, PVP, 16, 15, 0.2, 0.3.4, 0.3.5, 0.3.6, 0.4.0
sandlib, Unknown, 2, 0, 
sandman, Unknown, 4, 0, 
sarasvati, Unknown, 1, 0, 
sarsi, Unknown, 6, 4, 0.0.2.0, 0.0.3.0
sasl, Unknown, 3, 2, 0.0.0.1
sat, Unknown, 3, 0, 
sat-micro-hs, Unknown, 2, 0, 
satchmo, PVP, 25, 8, 1.1, 1.2, 1.3, 1.8.0, 1.8.1, 1.9.1
satchmo-backends, Unknown, 5, 4, 1.9.1
satchmo-examples, Unknown, 4, 0, 
satchmo-funsat, Unknown, 2, 1, 
satchmo-minisat, Unknown, 1, 0, 
satchmo-toysat, Unknown, 2, 1, 
say, Unknown, 1, 0, 
sbp, Unknown, 31, 6, 0.50.3, 0.50.4, 0.50.7
sbp2udp, Unknown, 1, 0, 
sbv, PVP, 66, 26, 0.9.5, 0.9.9, 0.9.12, 0.9.15, 0.9.17, 0.9.18, 5.1, 5.6, 5.9
sbvPlugin, PVP, 7, 6, 0.2
sc3-rdu, PVP, 2, 1, 0.15
scalable-server, PVP, 6, 5, 0.2.0
scaleimage, Unknown, 1, 0, 
scalp-webhooks, Unknown, 3, 0, 
scalpel, PVP, 13, 11, 0.2.0, 0.3.0
scan, Unknown, 10, 0, 
scan-vector-machine, Unknown, 9, 0, 
scanner, PVP, 2, 1, 0.2
scanner-attoparsec, Unknown, 1, 0, 
scat, Unknown, 5, 0, 
scc, PVP, 16, 13, 0.4, 0.5, 0.6, 0.6.1, 0.7, 0.7.1, 0.8, 0.8.2.1, 0.8.2.4
scenegraph, Unknown, 3, 0, 
scgi, PVP, 8, 7, 0.1.0, 0.2
schedevr, Unknown, 7, 0, 
schedule-planner, Unknown, 7, 0, 
schedyield, Unknown, 2, 1, 
schema, Unknown, 1, 0, 
scholdoc, Unknown, 1, 0, 
scholdoc-citeproc, Unknown, 1, 0, 
scholdoc-texmath, Unknown, 2, 1, 
scholdoc-types, Unknown, 2, 1, 
schonfinkeling, Unknown, 1, 0, 
sci-ratio, Unknown, 3, 2, 
science-constants, Unknown, 3, 0, 
science-constants-dimensional, Unknown, 3, 0, 
scientific, Unknown, 34, 25, 0.3.4.0, 0.3.4.7
scion, Unknown, 3, 0, 
scion-browser, Unknown, 34, 16, 0.2.7, 0.2.8, 0.2.9, 0.2.13, 0.2.14, 0.2.15
scons2dot, Unknown, 1, 0, 
scope, PVP, 8, 3, 0.7.0.0, 0.8.0.0
scope-cairo, Unknown, 2, 0, 
scottish, Unknown, 2, 0, 
scotty, PVP, 28, 21, 0.1.0, 0.2.0, 0.3.0, 0.4.0, 0.4.1, 0.5.0, 0.8.0, 0.9.0, 0.10.0, 0.10.1, 0.10.2, 0.11.0
scotty-binding-play, PVP, 5, 4, 1.2.1, 1.3
scotty-blaze, Unknown, 1, 0, 
scotty-cookie, Unknown, 4, 3, 
scotty-fay, Unknown, 4, 0, 
scotty-format, Unknown, 3, 0, 
scotty-hastache, Unknown, 3, 0, 
scotty-params-parser, PVP, 4, 3, 0.4, 0.5.1
scotty-resource, Unknown, 4, 1, 
scotty-rest, Unknown, 1, 0, 
scotty-session, Unknown, 5, 1, 
scotty-tls, Unknown, 4, 1, 
scotty-view, Unknown, 1, 0, 
scp-streams, Unknown, 1, 0, 
scrabble-bot, Unknown, 1, 0, 
scrape-changes, Unknown, 5, 0, 
scrobble, Unknown, 4, 2, 
scroll, Unknown, 4, 0, 
scrypt, PVP, 13, 10, 0.2.0, 0.3.0, 0.3.1
scrz, Unknown, 1, 0, 
scyther-proof, Unknown, 9, 0, 
sde-solver, Unknown, 1, 0, 
sdf2p1-parser, Unknown, 2, 0, 
sdl2, PVP, 16, 3, 1.0.1, 2.1.0
sdl2-cairo, Unknown, 3, 2, 0.1.0.1
sdl2-cairo-image, Unknown, 3, 2, 
sdl2-compositor, PVP, 9, 3, 1.2, 1.2.0.3
sdl2-gfx, Unknown, 1, 0, 
sdl2-image, Unknown, 5, 0, 
sdl2-mixer, Unknown, 1, 0, 
sdl2-ttf, Unknown, 4, 0, 
sdnv, Unknown, 1, 0, 
sdr, Unknown, 9, 6, 0.1.0.2, 0.1.0.6, 0.1.0.8, 0.1.0.9
seacat, Unknown, 4, 0, 
seal-module, Unknown, 2, 1, 0.1.0.1
search, Unknown, 2, 0, 
sec, Unknown, 1, 0, 
secd, Unknown, 1, 0, 
secdh, Unknown, 2, 0, 
seclib, PVP, 10, 4, 1.1.0.0
second-transfer, PVP, 19, 2, 0.2.0.0, 0.7.1.0
secp256k1, Unknown, 23, 4, 
secret-santa, Unknown, 1, 0, 
secret-sharing, Unknown, 4, 0, 
secrm, Unknown, 1, 0, 
secure-sockets, Unknown, 14, 7, 
securemem, Unknown, 10, 9, 
sednaDBXML, Unknown, 5, 0, 
select, PVP, 6, 5, 0.2, 0.3, 0.4
selectors, Unknown, 3, 0, 
selenium, Unknown, 4, 1, 0.2.3
selenium-server, Unknown, 1, 0, 
selfrestart, Unknown, 1, 0, 
selinux, Unknown, 2, 1, 
semaphore-plus, Unknown, 1, 0, 
semdoc, Unknown, 3, 0, 
semi-iso, PVP, 7, 2, 0.2.0.0, 0.3.0.0
semibounded-lattices, Unknown, 2, 1, 
semigroupoid-extras, SemVer, 19, 16, 0.2.1.0, 3.0
semigroupoids, PVP, 48, 41, 1.1.0, 1.2.2, 1.2.6.1, 1.3, 1.3.1.1, 3.0, 3.0.3, 4.3, 4.5, 5.0.0.3, 5.0.0.4, 5.0.1
semigroupoids-syntax, Unknown, 1, 0, 
semigroups, PVP, 57, 49, 0.2.0, 0.3.0, 0.4.0, 0.8, 0.8.3, 0.9, 0.14, 0.15.3, 0.16, 0.16.2.2, 0.17, 0.17.0.1, 0.18
semigroups-actions, Unknown, 1, 0, 
semiring, PVP, 4, 1, 0.2
semiring-num, Unknown, 15, 0, 
semiring-simple, Unknown, 5, 0, 
semver, Unknown, 10, 0, 
semver-range, Unknown, 3, 1, 
sendfile, PVP, 18, 17, 0.2, 0.3, 0.4, 0.5, 0.6.1, 0.7.1
sendgrid-haskell, Unknown, 1, 0, 
sensei, Unknown, 3, 0, 
sensenet, Unknown, 1, 0, 
sentence-jp, Unknown, 1, 0, 
sentry, Unknown, 1, 0, 
senza, Unknown, 2, 0, 
separated, Unknown, 11, 0, 
seqaid, PVP, 13, 12, 0.2.0.0, 0.2.1.1
seqalign, Unknown, 5, 0, 
seqid, PVP, 9, 4, 0.2.0, 0.5.0
seqid-streams, PVP, 9, 8, 0.2.0
seqloc, PVP, 14, 9, 0.2, 0.5, 0.6, 0.6.1
seqloc-datafiles, Unknown, 10, 6, 
sequence, Unknown, 9, 5, 0.9.5
sequent-core, PVP, 7, 2, 0.3, 0.4
sequential-index, PVP, 4, 3, 0.1, 0.2
sequor, Unknown, 12, 0, 
serf, Unknown, 2, 0, 
serial, PVP, 9, 6, 0.2, 0.2.1, 0.2.6
serial-test-generators, Unknown, 4, 3, 0.1.1
serialize-instances, Unknown, 1, 0, 
serialport, PVP, 17, 12, 0.1.0.1, 0.2.0, 0.3.0, 0.3.1, 0.3.3, 0.4.1, 0.4.3
serokell-util, Unknown, 7, 0, 
serpentine, Unknown, 1, 0, 
serv, Unknown, 2, 0, 
serv-wai, Unknown, 1, 0, 
servant, PVP, 27, 16, 0.2, 0.2.1, 0.4.0, 0.4.4.4, 0.5, 0.7.1
servant-JuicyPixels, Unknown, 5, 1, 
servant-aeson-specs, PVP, 9, 4, 0.5.0.0
servant-auth, Unknown, 4, 3, 
servant-auth-client, Unknown, 4, 1, 
servant-auth-cookie, PVP, 11, 6, 0.4
servant-auth-docs, Unknown, 4, 1, 
servant-auth-hmac, Unknown, 2, 0, 
servant-auth-server, Unknown, 4, 0, 
servant-auth-token, PVP, 8, 7, 0.1.1.0, 0.2.0.0, 0.3.0.0, 0.3.2.0
servant-auth-token-api, PVP, 9, 8, 0.1.0.1, 0.1.1.0, 0.1.2.0, 0.2.0.0, 0.3.0.0, 0.3.1.0, 0.3.2.0
servant-blaze, Unknown, 17, 14, 0.4.4.4
servant-cassava, PVP, 9, 6, 0.7.1, 0.8
servant-client, PVP, 26, 3, 0.6
servant-csharp, Unknown, 11, 9, 0.0.3.0, 0.0.4.0, 0.0.5.0, 0.0.7.0, 0.0.8.0
servant-db, Unknown, 2, 1, 
servant-db-postgresql, Unknown, 3, 0, 
servant-docs, PVP, 27, 14, 0.5, 0.8, 0.8.1, 0.9, 0.9.0.1, 0.9.1, 0.9.1.1
servant-ede, PVP, 5, 3, 0.5
servant-elm, PVP, 5, 1, 0.3.0.0
servant-examples, Unknown, 10, 0, 
servant-foreign, Unknown, 11, 0, 
servant-github, Unknown, 5, 1, 
servant-github-webhook, Unknown, 4, 0, 
servant-haxl-client, PVP, 2, 1, 0.2.0.0
servant-jquery, Unknown, 16, 3, 
servant-js, Unknown, 8, 1, 
servant-lucid, Unknown, 17, 14, 0.4.4.4
servant-matrix-param, Unknown, 7, 3, 
servant-mock, PVP, 14, 9, 0.4.4.4, 0.5, 0.7.1, 0.8.1, 0.8.1.1
servant-pandoc, Unknown, 7, 5, 
servant-pool, Unknown, 1, 0, 
servant-postgresql, Unknown, 1, 0, 
servant-purescript, PVP, 16, 2, 0.5.0.0, 0.6.0.0
servant-quickcheck, Unknown, 6, 1, 
servant-response, Unknown, 1, 0, 
servant-router, Unknown, 4, 0, 
servant-scotty, Unknown, 2, 1, 
servant-server, PVP, 28, 19, 0.4.4.4, 0.5, 0.6, 0.7, 0.7.1
servant-smsc-ru, Unknown, 1, 0, 
servant-snap, Unknown, 6, 0, 
servant-subscriber, Unknown, 11, 0, 
servant-swagger, PVP, 12, 3, 0.1
servant-swagger-ui, Unknown, 4, 0, 
servant-yaml, Unknown, 1, 0, 
server-generic, Unknown, 1, 0, 
serversession, Unknown, 2, 1, 
serversession-backend-acid-state, Unknown, 4, 3, 1.0.1, 1.0.3
serversession-backend-persistent, Unknown, 3, 2, 1.0.2
serversession-backend-redis, Unknown, 2, 1, 1.0.1
serversession-frontend-snap, Unknown, 1, 0, 
serversession-frontend-wai, Unknown, 1, 0, 
serversession-frontend-yesod, Unknown, 1, 0, 
servius, Unknown, 15, 0, 
ses-html, PVP, 7, 6, 0.2.0.0, 0.2.1.2, 0.3.0.0
ses-html-snaplet, Unknown, 1, 0, 
sessions, Unknown, 20, 5, 2008.2.22, 2008.2.23, 2008.5.12, 2008.6.17, 2008.7.18
set-cover, Unknown, 10, 2, 
set-extra, PVP, 5, 2, 1.4
set-monad, Unknown, 2, 1, 
set-with, Unknown, 1, 0, 
setdown, Unknown, 3, 0, 
setenv, Unknown, 5, 0, 
setgame, Unknown, 1, 0, 
setlocale, Unknown, 6, 5, 1.0.0.4
setops, Unknown, 3, 1, 0.1.1
sets, Unknown, 12, 11, 0.0.1.1, 0.0.4, 0.0.4.1, 0.0.5, 0.0.5.1
setters, Unknown, 1, 0, 
settings, PVP, 6, 5, 0.1.0.1, 0.2.0.0, 0.2.1.0, 0.3.0.0
sexp, Unknown, 3, 0, 
sexp-grammar, Unknown, 7, 0, 
sexp-show, Unknown, 2, 0, 
sexpr, Unknown, 5, 2, 0.1.1, 0.1.2
sext, Unknown, 3, 1, 0.1.0.2
sfml-audio, Unknown, 6, 0, 
sfmt, Unknown, 2, 1, 0.1.1
sfnt2woff, Unknown, 1, 0, 
sgd, PVP, 12, 7, 0.2.0, 0.2.1, 0.3
sgf, Unknown, 5, 1, 
sgrep, Unknown, 1, 0, 
sha-streams, Unknown, 4, 3, 0.2.1
shadower, Unknown, 5, 0, 
shadowsocks, Unknown, 6, 0, 
shady-gen, Unknown, 1, 0, 
shady-graphics, Unknown, 1, 0, 
shake, PVP, 77, 44, 0.4, 0.5, 0.6, 0.7, 0.9, 0.9.1, 0.10, 0.10.2, 0.10.4, 0.10.5, 0.12, 0.13, 0.13.1, 0.13.3, 0.13.4, 0.14, 0.14.3, 0.15, 0.15.1, 0.15.3, 0.15.5, 0.15.6, 0.15.7
shake-cabal-build, Unknown, 1, 0, 
shake-extras, Unknown, 2, 1, 
shake-language-c, PVP, 15, 14, 0.6.2, 0.8.0, 0.8.2, 0.9.0, 0.10.0
shake-minify, Unknown, 5, 4, 
shake-pack, Unknown, 4, 3, 
shake-persist, Unknown, 1, 0, 
shaker, Unknown, 11, 3, 0.4.1, 0.4.3
shakers, Unknown, 4, 0, 
shakespeare, PVP, 52, 36, 0.10.3, 0.11, 1.0.1.4, 1.0.3, 1.0.4, 2.0.4.1, 2.0.6
shakespeare-babel, Unknown, 2, 0, 
shakespeare-css, Unknown, 36, 12, 1.0.2
shakespeare-i18n, Unknown, 11, 6, 0.0.1
shakespeare-js, PVP, 30, 10, 1.1.0, 1.2.0
shakespeare-sass, Unknown, 3, 2, 
shakespeare-text, Unknown, 20, 2, 
shana, Unknown, 1, 0, 
shapefile, Unknown, 1, 0, 
shapely-data, Unknown, 2, 0, 
sharc-timbre, Unknown, 2, 1, 
shared-buffer, PVP, 5, 3, 0.2
shared-fields, Unknown, 4, 2, 
shared-memory, Unknown, 1, 0, 
sharedio, Unknown, 1, 0, 
she, Unknown, 7, 2, 
shelduck, Unknown, 4, 0, 
shell-conduit, Unknown, 14, 0, 
shell-escape, Unknown, 4, 3, 0.1.1
shell-monad, PVP, 15, 14, 0.0.3, 0.1.0, 0.2.0, 0.2.1, 0.3.0, 0.4.0, 0.5.0, 0.6.0, 0.6.1, 0.6.4
shell-pipe, Unknown, 1, 0, 
shellish, Unknown, 5, 4, 0.1.4
shellmate, PVP, 18, 4, 0.2
shellmate-extras, Unknown, 6, 5, 
shelltestrunner, Unknown, 19, 0, 
shelly, PVP, 118, 50, 0.15.0, 1.1.0.0, 1.2.0.0, 1.3.0.0, 1.3.0.4, 1.3.0.6, 1.3.1, 1.5.5, 1.5.6, 1.6.0, 1.6.4
shelly-extra, Unknown, 8, 3, 
shentong, Unknown, 1, 0, 
shikensu, Unknown, 4, 0, 
shine, Unknown, 1, 0, 
shine-varying, Unknown, 1, 0, 
shivers-cfg, Unknown, 2, 0, 
shoap, Unknown, 2, 1, 
shortcircuit, Unknown, 1, 0, 
shortcut-links, PVP, 6, 5, 0.4.0.0, 0.4.2.0
shorten-strings, Unknown, 1, 0, 
should-not-typecheck, PVP, 6, 5, 2.0, 2.1.0
show, PVP, 13, 7, 0.2, 0.3.3, 0.3.4, 0.6
show-prettyprint, Unknown, 4, 3, 0.1.2
show-type, Unknown, 2, 1, 
showdown, Unknown, 5, 0, 
shpider, PVP, 11, 10, 0.1.0, 0.2, 0.2.1.1
shplit, Unknown, 3, 0, 
shqq, Unknown, 1, 0, 
shuffle, Unknown, 9, 2, 
shunya-library, Unknown, 5, 4, 
shunyalib, Unknown, 2, 1, 0.1.0.1
sibe, PVP, 6, 5, 0.2.0.0
sieve, Unknown, 2, 0, 
sifflet, Unknown, 17, 0, 
sifflet-lib, Unknown, 13, 0, 
sigma-ij, Unknown, 3, 0, 
sign, Unknown, 7, 4, 0.4.2, 0.4.3
signal, Unknown, 4, 2, 
signals, Unknown, 3, 0, 
signed-multiset, PVP, 6, 5, 0.3, 0.4
silently, Unknown, 15, 14, 0.0.3
simd, Unknown, 2, 0, 
simgi, Unknown, 3, 0, 
simple, PVP, 19, 10, 0.4.0, 0.5.0, 0.11.0
simple-actors, Unknown, 6, 0, 
simple-atom, PVP, 2, 1, 0.2
simple-bluetooth, Unknown, 1, 0, 
simple-c-value, Unknown, 1, 0, 
simple-conduit, PVP, 8, 5, 0.1.0, 0.2.0, 0.3.0, 0.4.0
simple-config, Unknown, 7, 6, 
simple-css, Unknown, 4, 0, 
simple-download, Unknown, 2, 1, 
simple-effects, PVP, 15, 13, 0.2.0.0, 0.3.0.0, 0.3.0.1, 0.4.0.0, 0.4.0.1, 0.5.0.1, 0.5.0.2, 0.5.0.3, 0.6.0.0
simple-eval, Unknown, 2, 1, 
simple-firewire, Unknown, 8, 0, 
simple-form, Unknown, 8, 1, 
simple-genetic-algorithm, Unknown, 6, 0, 
simple-genetic-algorithm-mr, Unknown, 1, 0, 
simple-get-opt, Unknown, 1, 0, 
simple-index, Unknown, 2, 0, 
simple-log, PVP, 15, 14, 0.1.1, 0.1.3, 0.1.4, 0.2.0, 0.3.0, 0.3.1, 0.3.2, 0.3.3, 0.4.0, 0.5.0
simple-log-syslog, PVP, 3, 2, 0.2.0
simple-logger, Unknown, 3, 0, 
simple-neural-networks, Unknown, 2, 1, 
simple-nix, Unknown, 4, 3, 0.1.0.2
simple-observer, Unknown, 1, 0, 
simple-pascal, Unknown, 1, 0, 
simple-pipe, Unknown, 30, 29, 0.0.0.2, 0.0.0.5, 0.0.0.13, 0.0.0.14, 0.0.0.16, 0.0.0.17, 0.0.0.20, 0.0.0.21, 0.0.0.28, 0.0.0.29
simple-postgresql-orm, Unknown, 5, 0, 
simple-reflect, PVP, 5, 4, 0.2
simple-rope, Unknown, 1, 0, 
simple-sendfile, PVP, 33, 26, 0.1.0, 0.2.22, 0.2.25
simple-server, Unknown, 3, 1, 
simple-session, Unknown, 9, 3, 0.10.1.0
simple-sessions, Unknown, 4, 1, 
simple-smt, PVP, 11, 10, 0.2.0.0, 0.6.0
simple-sql-parser, PVP, 7, 3, 0.4.0, 0.4.1, 0.4.2
simple-stacked-vm, Unknown, 2, 1, 
simple-tabular, Unknown, 1, 0, 
simple-tar, Unknown, 2, 1, 
simple-templates, Unknown, 6, 1, 0.8.0.1
simple-vec3, Unknown, 3, 0, 
simple-zipper, Unknown, 1, 0, 
simpleargs, Unknown, 2, 1, 0.2.1
simpleirc, PVP, 5, 2, 0.2.0, 0.2.1
simpleirc-lens, Unknown, 2, 1, 
simplenote, Unknown, 1, 0, 
simpleprelude, Unknown, 7, 0, 
simplesmtpclient, Unknown, 1, 0, 
simplessh, Unknown, 7, 0, 
simplest-sqlite, Unknown, 14, 2, 
simplex, Unknown, 7, 0, 
simplex-basic, Unknown, 1, 0, 
simseq, Unknown, 1, 0, 
simtreelo, Unknown, 6, 5, 
sindre, Unknown, 4, 0, 
singleton-bool, Unknown, 3, 2, 
singleton-nats, PVP, 9, 8, 0.2.0.0, 0.3.0.0, 0.4.0.0, 0.4.0.1, 0.4.0.2
singletons, PVP, 23, 8, 0.9.1, 0.9.2, 1.1.1, 1.1.2, 1.1.2.1, 2.0.0.2, 2.0.1, 2.1
sink, Unknown, 2, 0, 
siphash, Unknown, 4, 3, 
siphon, Unknown, 2, 0, 
sirkel, Unknown, 1, 0, 
sitemap, Unknown, 3, 0, 
sixfiguregroup, Unknown, 1, 0, 
size-based, Unknown, 1, 0, 
sized, Unknown, 2, 0, 
sized-types, PVP, 6, 5, 0.2.7.20101112, 0.3.4.0, 0.3.5.1, 0.5.0
sized-vector, Unknown, 15, 3, 0.0.2.0, 1.4.2.0
sizes, Unknown, 20, 0, 
sjsp, Unknown, 1, 0, 
skein, Unknown, 28, 13, 1.0.9.4
skeleton, Unknown, 1, 0, 
skeletons, Unknown, 1, 0, 
skell, PVP, 6, 4, 0.0.2.0, 0.1.0.0
skemmtun, Unknown, 1, 0, 
skulk, Unknown, 4, 0, 
skylighting, Unknown, 2, 1, 
skype4hs, Unknown, 1, 0, 
skypelogexport, Unknown, 2, 0, 
slack, Unknown, 1, 0, 
slack-api, PVP, 11, 2, 0.5, 0.6
slack-notify-haskell, Unknown, 5, 2, 0.2.2
slave-thread, Unknown, 11, 7, 
sleep, Unknown, 1, 0, 
slice-cpp-gen, Unknown, 6, 0, 
slidemews, Unknown, 2, 0, 
slim, Unknown, 1, 0, 
sloane, Unknown, 32, 0, 
slope-field, Unknown, 1, 0, 
slot-lambda, Unknown, 4, 3, 
sloth, Unknown, 2, 1, 
slug, Unknown, 6, 5, 0.1.3, 0.1.4, 0.1.5
smallarray, Unknown, 8, 7, 
smallcaps, PVP, 14, 6, 0.5.1.0, 0.6.0.0, 0.6.0.1
smallcheck, PVP, 14, 10, 0.4, 0.6, 1.0, 1.0.2, 1.0.3
smallcheck-laws, PVP, 3, 2, 0.2, 0.3
smallcheck-lens, PVP, 2, 1, 0.3
smallcheck-series, PVP, 7, 6, 0.2, 0.6
smallpt-hs, Unknown, 1, 0, 
smallstring, Unknown, 6, 5, 
smaoin, PVP, 6, 5, 0.2.0.0, 0.3.0.0
smartGroup, PVP, 5, 3, 0.1.0, 0.2.0, 0.2.1
smartcheck, PVP, 4, 3, 0.2, 0.2.1
smartconstructor, Unknown, 2, 1, 
smartword, Unknown, 1, 0, 
sme, Unknown, 1, 0, 
smerdyakov, Unknown, 1, 0, 
smoothie, Unknown, 23, 2, 0.4.2.3
smsaero, PVP, 12, 5, 0.1.1, 0.3, 0.4
smt-lib, Unknown, 3, 2, 0.0.1, 0.0.2
smtLib, Unknown, 9, 6, 1.0.3, 1.0.4
smtlib2, PVP, 4, 1, 0.3
smtp-mail, Unknown, 11, 5, 0.1.3.0, 0.1.4.0, 0.1.4.1
smtp-mail-ng, Unknown, 3, 1, 
smtp2mta, Unknown, 1, 0, 
smtps-gmail, PVP, 8, 4, 1.3.0, 1.3.1
snake, Unknown, 1, 0, 
snake-game, Unknown, 3, 0, 
snap, PVP, 75, 52, 0.5.0, 0.6.0, 0.8.0, 0.9.0, 0.9.2, 0.9.2.2, 0.10.0, 0.11.0, 0.11.1, 0.11.2, 0.11.3, 0.11.3.1, 0.12.0, 0.12.1, 0.13.0, 0.13.0.1, 0.13.0.2, 0.13.2.7, 0.13.2.8, 0.13.2.9, 0.13.3.2, 0.14.0, 0.14.0.1, 0.14.0.2, 0.14.0.3, 0.14.0.4, 0.14.0.5, 0.14.0.6, 1.0.0.1
snap-accept, Unknown, 1, 0, 
snap-app, PVP, 14, 8, 0.3.0, 0.4.0, 0.6.0
snap-auth-cli, Unknown, 2, 0, 
snap-blaze, Unknown, 9, 5, 
snap-blaze-clay, Unknown, 1, 0, 
snap-configuration-utilities, Unknown, 1, 0, 
snap-core, PVP, 67, 34, 0.2.1, 0.2.6, 0.2.7, 0.4.3, 0.5.0
snap-cors, Unknown, 16, 8, 
snap-elm, Unknown, 5, 0, 
snap-error-collector, PVP, 3, 2, 1.1.0
snap-extras, PVP, 10, 4, 0.7, 0.11
snap-language, Unknown, 3, 0, 
snap-loader-dynamic, Unknown, 8, 3, 
snap-loader-static, Unknown, 4, 3, 
snap-predicates, Unknown, 4, 0, 
snap-routes, Unknown, 1, 0, 
snap-server, PVP, 81, 63, 0.2.7, 0.2.11, 0.3.0, 0.5.0, 0.6.0, 0.9.0, 1.0.0.0
snap-templates, Unknown, 1, 0, 
snap-testing, Unknown, 8, 0, 
snap-utils, Unknown, 3, 0, 
snap-web-routes, PVP, 7, 3, 0.2.0.0, 0.3.0.0
snaplet-acid-state, PVP, 13, 8, 0.2
snaplet-actionlog, Unknown, 2, 0, 
snaplet-amqp, PVP, 13, 12, 1.0.0.0, 1.0.1.1, 1.1.0.0
snaplet-auth-acid, Unknown, 2, 0, 
snaplet-coffee, Unknown, 3, 2, 
snaplet-css-min, Unknown, 3, 0, 
snaplet-environments, Unknown, 2, 0, 
snaplet-fay, PVP, 20, 2, 0.2.0.0
snaplet-ghcjs, Unknown, 1, 0, 
snaplet-hasql, Unknown, 5, 2, 0.0.2
snaplet-haxl, Unknown, 2, 0, 
snaplet-hdbc, PVP, 15, 14, 0.6.1, 0.6.3, 0.7, 0.7.1, 0.7.2
snaplet-hslogger, Unknown, 3, 2, 
snaplet-i18n, Unknown, 8, 1, 
snaplet-influxdb, Unknown, 6, 5, 1.0.1.0
snaplet-lss, Unknown, 1, 0, 
snaplet-mandrill, Unknown, 3, 2, 0.1.0.2
snaplet-mongoDB, Unknown, 1, 0, 
snaplet-mongodb-minimalistic, Unknown, 18, 9, 0.0.2, 0.0.6.6, 0.0.6.8
snaplet-mysql-simple, Unknown, 10, 1, 
snaplet-oauth, Unknown, 2, 0, 
snaplet-persistent, PVP, 6, 3, 0.5
snaplet-postgresql-simple, PVP, 20, 11, 0.4
snaplet-postmark, Unknown, 2, 0, 
snaplet-purescript, Unknown, 7, 1, 
snaplet-recaptcha, Unknown, 5, 1, 
snaplet-redis, Unknown, 13, 7, 0.1.0.3
snaplet-redson, Unknown, 1, 0, 
snaplet-rest, Unknown, 1, 0, 
snaplet-riak, Unknown, 3, 0, 
snaplet-sass, Unknown, 3, 2, 
snaplet-scoped-session, Unknown, 2, 0, 
snaplet-sedna, Unknown, 1, 0, 
snaplet-ses-html, Unknown, 2, 1, 0.1.1.0
snaplet-sqlite-simple, PVP, 20, 17, 0.3.0, 0.4.0, 0.4.8.2, 1.0.0.0, 1.0.0.1
snaplet-sqlite-simple-jwt-auth, PVP, 3, 2, 0.1.1.0, 0.2.0.0
snaplet-stripe, Unknown, 3, 0, 
snaplet-tasks, Unknown, 3, 0, 
snaplet-typed-sessions, Unknown, 1, 0, 
snaplet-wordpress, Unknown, 3, 0, 
snappy, Unknown, 4, 3, 
snappy-conduit, Unknown, 1, 0, 
snappy-framing, Unknown, 1, 0, 
snappy-iteratee, Unknown, 1, 0, 
sndfile-enumerators, PVP, 8, 7, 0.6.0, 0.9.0, 0.10.0.0
sneakyterm, Unknown, 1, 0, 
sneathlane-haste, Unknown, 2, 0, 
snippet-extractor, Unknown, 2, 0, 
snm, Unknown, 4, 3, 0.0.4
snmp, PVP, 7, 6, 0.1.0.3, 0.2.0.0
snorkels, Unknown, 1, 0, 
snow-white, Unknown, 1, 0, 
snowball, SemVer, 5, 4, 1.0.0
snowflake, Unknown, 3, 1, 
snowflake-core, Unknown, 2, 1, 
snowflake-server, Unknown, 1, 0, 
snowglobe, Unknown, 7, 0, 
soap, PVP, 23, 14, 0.1.0.1, 0.2.0.0, 0.2.3.0
soap-openssl, Unknown, 3, 1, 
soap-tls, Unknown, 4, 1, 
sock2stream, Unknown, 3, 0, 
sockaddr, Unknown, 1, 0, 
socket, PVP, 16, 11, 0.1.0.1, 0.2.0.0, 0.3.0.1, 0.5.0.0, 0.5.1.0, 0.6.1.0, 0.7.0.0
socket-activation, Unknown, 2, 0, 
socket-io, PVP, 12, 11, 1.1.0, 1.2.0, 1.3.0, 1.3.1, 1.3.4
socket-sctp, Unknown, 4, 0, 
socketio, Unknown, 5, 0, 
socketson, Unknown, 1, 0, 
socks, PVP, 12, 7, 0.4.0, 0.5.0, 0.5.1
sodium, PVP, 20, 14, 0.2.0.0, 0.3.0.0, 0.4.0.0, 0.5.0.0, 0.5.0.1, 0.5.0.2, 0.6, 0.6.0.1, 0.6.0.2, 0.8.0.0, 0.11.0.2, 0.11.0.3
soegtk, Unknown, 4, 1, 
